Material,Descripcio,Format_UMA,ZCE_per_unitat,ZCE_per_palet,Unitats_per_palet
0LT0093,ATO DESNATADA SIN LACTOSA 1L 6U,CAJ,0.5,75.0,150.0
0LT0100,YOSOY SOJA 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0101,YOSOY ARROZ 1L BRIK 6U,CAJ,0.5,75.0,150.0
0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0234,LA LEVANTINA SOJA ESPECIAL HOST 1L 6U,CAJ,0.5,60.0,120.0
0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,CAJ,0.5,60.0,120.0
0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,ZPR,0.5,60.0,120.0
0LT0292,YOSOY ARROZ+COCO 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",CAJ,1.0,88.0,88.0
0LT0437,YOSOY SOJA S/GLUTEN BARISTA 1L BRIK 6U,CAJ,0.5,62.5,125.0
0LT0520,LETONA UHT BRIK DESNATADA 1L 6U,CAJ,0.5,65.0,130.0
0LT0528,LA LEVANTINA ALMENDRA ESP. HOST 1L 6U,CAJ,0.5,60.0,120.0
0LT0534,YOSOY BEBIDA ARROZ+AVELLANAS 1L 6U,CAJ,0.5,,
0LT0535,YOSOY BARISTA BEBIDA ALMENDRA 1L 6U,CAJ,0.5,,
0RA0119,"DON SIMON SANGRIA 1,5L",UN,0.2,,
0RA0186,SANDEVID TDV LIMON 33CL VNR 24U,CAJ,1.0,,
0RA0207,"SANDEVID SPRITZ 27,5CL PACK 12U",CAJ,0.5,73.5,147.0
0RA0208,SANDEVID SPRITZ ROSCA 75CL PACK 6U,CAJ,0.6,63.0,105.0
0RF0004,"GEISER SIFON  1,5 L. 6U",CAJ,0.75,48.0,64.0
0RF0004,"GEISER SIFON  1,5 L. 6U",ZPR,0.75,48.0,64.0
0RF0006,FUENTPINOS GASEOSA 50CL RET 20U ,CAJ,1.0,36.0,36.0
0RF0010,"LIMON GLAS 1,5 S/R 6U",CAJ,0.75,,
0RF0012,FUENTPINOS GASEOSA  500 PET 12U,CAJ,0.5,54.0,108.0
0RF0014,ZALA GASEOSA 50CL VID. RET 20U,CAJ,1.0,30.0,30.0
0RF0018,/-COCA COLA ZERO 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0019,/-COCA COLA LATA 33CL 24U,CAJ,1.0,108.0,108.0
0RF0020,/-FANTA NARANJA LATA 33CL 24U,CAJ,1.0,108.0,108.0
0RF0021,/-FANTA LIMON LATA 33 CL 24U,CAJ,1.0,108.0,108.0
0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0079,/-COCA COLA ZERO LATA 33CL 24U,CAJ,1.0,108.0,108.0
0RF0083,/-SPRITE 33CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0086,/-TRINA LIMON  LATA 24U,CAJ,1.0,100.0,100.0
0RF0088,/-SCHWEPPES TONICA LATA SLEEK 24U,CAJ,1.0,100.0,100.0
0RF0091,/-SCHWEPPES LIMON LATA SLEEK 24U,CAJ,1.0,100.0,100.0
0RF0109,/-BITTER KAS 200 SR 24U,CAJ,1.0,84.0,84.0
0RF0124,/-COCA COLA 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0168,/-FANTA NARANJA 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0169,/-FANTA LIMON 2L PET 6U,CAJ,1.0,64.0,64.0
0RF0200,"/-COCA COLA ZERO VR 23,7 24U",CAJ,1.0,48.0,48.0
0RF0260,/-TRINA NARANJA ZERO 250 S/R 24U,CAJ,1.0,70.0,70.0
0RF0287,/-COCA COLA VR237 24U,CAJ,1.0,48.0,48.0
0RF0292,/-FANTA NARANJA VR237 24U,CAJ,1.0,48.0,48.0
0RF0293,/-FANTA LIMON VR237 24U,CAJ,1.0,48.0,48.0
0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0332,ZALA GASEOSA 50CL S/R 12U,CAJ,0.5,54.0,108.0
0RF0337,/-COCA COLA ZERO ZERO 33CL LATA 24U,CAJ,1.0,,
0RF0358,RED BULL ZERO 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0423,/-SPRITE VR20 24U,CAJ,1.0,48.0,48.0
0RF0445,GEISER LIMONADA 2L SR 6U,CAJ,1.0,64.0,64.0
0RF0482,TRINA NARANJA SLEEK 33CL 24U,CAJ,1.0,100.0,100.0
0RF0489,SCHWEPPES TONICA 20CL SR 24U,CAJ,1.0,84.0,84.0
0RF0491,SCHWEPPES LIMON 20CL SR 24U,CAJ,1.0,84.0,84.0
0RF0576,RED BULL SUGAR FREE 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF0609,RED BULL ENERGY 355ML LATA  24U,CAJ,1.0,108.0,108.0
0RF0948,FRITZ-KOLA ORIGINAL 33CL 24U,CAJ,1.0,54.0,54.0
0RF0954,FRITZ NARANJA 33CL 24U,CAJ,1.0,54.0,54.0
0RF0955,FRITZ LIMON 33CL 24U,ZPR,1.0,54.0,54.0
0RF1070,RED BULL WATER MELON 25CL LATA 24U,CAJ,1.0,108.0,108.0
0RF1074,RED BULL COCO Y ARANDANOS LT 25CL 24U,CAJ,1.0,66.0,66.0
0RF1081,GEISER SIFON  75CL VIDRIO RET 8U,CAJ,0.5,,
0RF1094,CASA NEGRE GASEOSA 1L VR 10U,CAJ,0.9,,
0RF1170,/-SEVEN UP ZERO LATA 33CL 24U,CAJ,1.0,99.0,99.0
0RF1618,CASA NEGRE GASEOSA 1/2 VR 20U,CAJ,1.0,,
0RF1629,FRITZ-KOLA SUPERZERO 33CL SR 24U,CAJ,1.0,54.0,54.0
0RF1697,/-COCA COLA IMPORT LATA33 24U,CAJ,1.0,99.0,99.0
0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,CAJ,1.0,99.0,99.0
0RF1709,RED BULL SPRING WOODRGRAPE 25CL 24U,CAJ,1.0,108.0,108.0
0VE0023,CASTELL D´ORDAL ROSADO 6U,CAJ,0.6,34.2,57.0
0VE0025,CASTELL D´ORDAL BRUT 75CL 6U,CAJ,0.6,57.0,95.0
0VE0032,PROTOS CRIANZA D.O.RIBERA DEL DUERO 75CL,BOT,0.1,,
0VE0041,FAUSTINO CRIANZA TINTO 75CL 6U,CAJ,0.6,60.0,100.0
0VE00464,SOLAR DE ZUNIL ROSADO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0048,SEGURA VIUDAS ARIA BRUT NATURE 75CL 6U,CAJ,0.6,28.8,48.0
0VE0075,CUNE RIOJA CRIANZA 75CL 1U,BOT,0.1,9.5,95.0
0VE0081,"CUNE 37,5CL CRIANZA 12U",CAJ,0.6,,
0VE0091,EL PRIOR MOSCATELL 75CL 1U,BOT,0.1,3.0,30.0
0VE0093,FORTIUS ROSADO 75CL 6U,CAJ,0.6,72.0,120.0
0VE0099,BANDEIRA OPORTO BAG IN BOX 3L,UN,0.3,,
0VE0106,PORTIA ROBLE 75CL 6U,CAJ,0.6,75.0,125.0
0VE0106,PORTIA ROBLE 75CL 6U,ZPR,0.6,75.0,125.0
0VE0120,MIA MOSCATO ROSADO 75CL 1U,BOT,0.1,36.0,360.0
0VE0123,J.SALLA MOSCATELL 75CL 1U,BOT,0.1,45.6,456.0
0VE0126,J.SALLA ALTARIS VINO DULCE 75CL,BOT,0.1,45.6,456.0
0VE0197,MONTERIO BLANCO S.R. 75CL 12U,CAJ,1.2,72.0,60.0
0VE0198,MONTERIO TINTO S.R. 75CL 12U,CAJ,1.2,72.0,60.0
0VE0325,VALDESPINO JEREZ SECO 1L 1U,UN,0.1,,
0VE0398,PORTIA PRIMA 75CL 6U,CAJ,0.6,75.0,125.0
0VE0403,MARQUES VITORIA CRIANZA 75CL 6U,CAJ,0.6,69.0,115.0
0VE0411,ESPINALER VERMUT NEGRO 5L,UN,0.5,,
0VE0412,BANDEIRA OPORTO  75CL 1U,BOT,0.1,,
0VE0420,PEDRO XIMENEZ REAL TESORO 75CL 1U,BOT,0.1,45.6,456.0
0VE0425,ZARRO VERMUT ESPEC.TABERNA 75c 1U,UN,0.1,,
0VE0426,ZARRO VERMUT ROJO ESP.5L,UN,0.5,,
0VE0428,YZAGUIRRE CLASSIC VERMOUTH BLANCO 1L 1U,BOT,0.1,,
0VE0429,YZAGUIRRE RESERVA VERMOUTH ROJO 1L 1U,BOT,0.1,,
0VE0430,YZAGUIRRE CLASSIC VERMOUTH ROJO 1L 1U,BOT,0.1,,
0VE0434,MORILES COBOS BOX 15L,BOT,1.5,90.0,60.0
0VE0437,ESPINALER VERMUT TINTO 75CL 1U,UN,0.1,,
0VE0438,ESPINALER VERMUT BLANCO 75CL 1U,UN,0.1,,
0VE0448,ESPINALER-VERMUT BLANCO 5L,UN,0.5,,
0VE0463,SOLAR DE ZUNIL TINTO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0465,SOLAR DE ZUNIL BLANCO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0503,VINYA DEL JEP TINTO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0504,VINYA DEL JEP BLANCO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0506,HALLAZGO JOVEN 75CL 6U,CAJ,0.6,63.0,105.0
0VE0507,HALLAZGO CRIANZA 75CL 6U,CAJ,0.6,63.0,105.0
0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,CAJ,0.6,75.0,125.0
0VE0530,RECAREDO TERRES BRUT NATURE 75CL 1U,UN,0.1,30.0,300.0
0VE0531,PRIOR  BLANCO VERDEJO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0532,PRIOR BOBAL ROSADO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0533,PRIOR TINTO TEMPRANILLO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0542,IRREVERENTE TINTO JOVEN 75CL 6U,CAJ,0.6,69.0,115.0
0VE0543,IRREVERENTE TINTO ROBLE 75CL 6U,CAJ,0.6,63.0,105.0
0VE0544,IRREVERENTE TINTO CRIANZA 75CL 6U,CAJ,0.6,63.0,105.0
0VE0666,PORTIA VERDEJO 75CL 6U,CAJ,0.6,75.0,125.0
0VE0704,ESPINALER VERMUT VINTAGE 50CL 6U,CAJ,0.3,18.0,60.0
0VE0945,SEÑORIO DE LAZOIRO 75CL 6U,CAJ,0.6,63.0,105.0
0VE0973,FINCA LOS TRENZONES VERDEJO 75CL 6U,CAJ,0.6,72.0,120.0
0VE1004,CAMPILLO TINTO CRIANZA 75CL 6U,CAJ,0.6,63.0,105.0
0VE1040,QUINTA DE TARSUS CRIANZA 75CL,UN,0.1,,
0VE1062,GATA NEGRA TINTO JOVEN 75CL 6U,CAJ,0.6,75.0,125.0
0VE1063,GATA BLANCA BLANCO JOVEN  75CL 6U,CAJ,0.6,75.0,125.0
0VE1064,MARQUES VITORIA VERDEJO 75CL  6U,CAJ,0.6,69.0,115.0
0VE1403,MARQUES VITORIA TINTO JOVEN 75CL  6U,CAJ,0.6,69.0,115.0
0VE1410,ALLUE CAVA BRUT NATURE 75CL 6U,CAJ,0.6,40.8,68.0
0VE1419,EL COTO TINTO CRIANZA 75CL 1U,UN,0.1,,
0VE1426,VINYES BON CEP BLANCO BOX 15L+GRIFO,UN,1.5,90.0,60.0
0VE1428,VINYES BON CEP TINTO BOX 15L+GRIFO,UN,1.5,90.0,60.0
0VE1429,YZAGUIRRE RESERVA VERMOUTH BLANCO 1L 1U,UN,0.1,45.6,456.0
0VE1446,YZAGUIRRE CLASICO ROJO 1L+ VASOS 6U,CAJ,0.6,,
0VE1448,VINYES BON CEP MOSCATEL BOX 15L+GRIFO,UN,1.5,90.0,60.0
0VE2132,MONTERIO BLANCO ROSCA 6U,CAJ,0.6,72.0,120.0
0VE2133,MONTERIO TINTO ROSCA 75CL 6U,CAJ,0.6,72.0,120.0
0VE2200,TORRACOLLONS BLANCO 75CL 6U,CAJ,0.6,66.0,110.0
0VE2202,TORRACOLLONS TINTO 75CL 6U,CAJ,0.6,66.0,110.0
0VE2267,MARQUES DE VARGAS RESERVA 2020 75CL 1U,UN,0.1,,
0VE2592,BLANC PESCADOR BLANCO AGUJA 75CL 1U,UN,0.1,,
0VE2594,VIÑA ESMERALDA BLANCO 75CL 1U,UN,0.1,,
0VE2595,VIÑA SOL BLANCO 75CL 1U,UN,0.1,,
0VE2600,VIÑACHY ESPUMOSO ROSADO 75CL,UN,0.1,,
0VE2601,VIÑACHY ESPUMOSO BLANCO 75CL,UN,0.1,,
0VE2606,SYNERA BLANCO D.O.CATALUNYA 75CL 1U,UN,0.1,,
0VE2607,TORRES DE CASTA ROSADO DO.CATALUNYA 75CL,UN,0.1,,
0VE2621,VIÑA POMAL TINTO RESERVA 75CL 1U,UN,0.1,,
0VE2625,PROTOS TINTO JOVEN 75CL 1U,UN,0.1,,
0VE2628,TORELLO CAVA BRUT NATURE 75CL 1U,UN,0.1,,
0VE2629,GRAMONA BRUT IMPERIAL 75CL 1U,UN,0.1,,
0VE2634,FREIXENET ICE ROSE 75CL 1U,UN,0.1,,
0VE2636,CODORNIU BENJAMIN SECO 20CL PACK 3,CAJ,0.1,,
0VE2639,CANALS I NUBIOLA TINTO 75CL 1U,UN,0.1,,
0VE2640,CANALS I NUBIOLA BLANCO SECO 75CL 1U,UN,0.1,,
0VE2643,EL COTO BLANCO D.O. RIOJA 75CL 1U,UN,0.1,,
0VE2737,MARQUES DE CACERES TINTO CRIANZA 75CL 1U,UN,0.1,,
0VE2738,ANTAÑO TINTO JOVEN 75CL 1U,UN,0.1,,
0VE2741,HERETAT PADRUELL BRUT NATURE 75CL 1U,UN,0.1,,
0VE2851,GRAN DUQUE BLANCO 1L BRIK 12U,CAJ,1.2,,
0VE2852,GRAN DUQUE TINTO 1L BRIK 12U,CAJ,1.2,,
0VE2947,LAGAR DO FRADE ALBARIÑO 75CL 1U,UN,0.1,,
0VE3233,CASA MARIOL VERMUT BLANCO C 1LT,UN,0.1,,
0VE3241,CASA MARIOL VINO SYRAH RESERVA 75CL 6U,CAJ,0.1,12.0,120.0
0VE3248,CASA MARIOL VINO GARNATXA TINTO 75CL 6U,CAJ,0.1,12.0,120.0
0VE3263,IRREVERENTE VERMUT RESERVA 1L 1U,UN,0.1,63.0,630.0
0VE3310,CAMPILLO VERDEJO SOBRE LIAS 75CL 6U,CAJ,0.6,75.0,125.0
0VE3311,MAESTRI DEL CASELE LAMBRUSCO ROSADO 75CL,UN,0.1,,
0VE4924,AC COSTA DAS DORNAS 75CL 6U,CAJ,0.6,75.0,125.0
0VE4961,HEREDAD IBIAN RIOJA TINTO 75CL 6U,CAJ,0.6,75.0,125.0
0VE4962,HALLAZGO BLANCO JOVEN 75CL 6U,CAJ,0.6,63.0,105.0
0VE5041,HEREDAD IBIAN RIOJA CRIANZA 75CL 6U,CAJ,0.6,75.0,125.0
0VE5073,SOLAR SAMANIEGO CRIANZA BEL 75CL 6U,CAJ,0.6,72.0,120.0
0VE5153,VINYES BON CEP VERMUT NEGRO BOX 15L,UN,1.5,,
0VE5154,VINYES BON CEP VINO RANCIO BOX 15L,UN,1.5,,
0VE5250,GRANZA ROSADO ECO 75CL 6U,CAJ,0.6,75.0,125.0
0VE5251,GRANZA VERDEJO ECO 75CL 6U,CAJ,0.6,75.0,125.0
0ZU0006,GRANINI NARANJA 33CL PET 12U,CAJ,0.5,63.0,126.0
0ZU0009,GRANINI MELOCOTON 1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0010,GRANINI NARANJA 1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0013,GRANINI PIÑA 1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0016,GRANINI 100% MANZANA  1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0017,GRANINI COCTEL FRUTAS 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0018,GRANINI  ARANDANOS 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0020,GRANINI MELOCOTON  20CL 24U,CAJ,1.0,90.0,90.0
0ZU0020,GRANINI MELOCOTON  20CL 24U,ZPR,1.0,90.0,90.0
0ZU0021,GRANINI NARANJA 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0021,GRANINI NARANJA 20CL 24U,ZPR,1.0,90.0,90.0
0ZU0022,GRANINI NARANJA ZANAHORIA ACE 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0023,GRANINI PERA  20CL 24U,CAJ,1.0,90.0,90.0
0ZU0024,GRANINI PIÑA 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0024,GRANINI PIÑA 20CL 24U,ZPR,1.0,90.0,90.0
0ZU0025,GRANINI TOMATE 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0026,GRANINI MANZANA  20CL 24U,CAJ,1.0,90.0,90.0
0ZU0027,LAMBDA MELOCOTON SIN 20CL 24U,CAJ,1.0,1000.0,1000.0
0ZU0028,LAMBDA NARANJA SIN 20CL 24U,CAJ,1.0,1000.0,1000.0
0ZU0029,LAMBDA PIÑA  SIN 20CL 24U,CAJ,1.0,1000.0,1000.0
0ZU0031,JUVER NECTAR MELOCOTON 20CL 24U,CAJ,1.0,88.0,88.0
0ZU0032,JUVER NECTAR PIÑA 20CL 24U,CAJ,1.0,88.0,88.0
0ZU0033,GRANINI ARANDANOS ROJOS 1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0047,PAGO NARANJA  20CL SR 24U,CAJ,1.0,90.0,90.0
0ZU0048,PAGO PIÑA 20CL SR 24U,CAJ,1.0,90.0,90.0
0ZU0049,PAGO MELOCOTON  20CL SR 24U,CAJ,1.0,90.0,90.0
0ZU0050,PAGO NARANJA-ZANAH-LIMÓN  20CL SR 24U,CAJ,1.0,90.0,90.0
0ZU0056,GRANINI MELOCOTON 33CL PET 12U,CAJ,0.5,63.0,126.0
0ZU0065,GRANINI PIÑA 33CL PET 12U,CAJ,0.5,63.0,126.0
0ZU0086,GRANINI NARANJA 20CL MINIBRIK 30U,CAJ,1.0,,
0ZU0110,GRANINI POMELO ROSA 1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0112,JUVER NARANJA 850ML 12U,CAJ,1.0,45.0,45.0
0ZU0127,JUVER TOMATE 1L BRIK 12U,CAJ,1.0,,
0ZU0128,JUVER ZUMO MANZANA 20CL 24U,CAJ,1.0,88.0,88.0
0ZU0217,PAGO COCTEL DE FRESA  20CL SR 12U,CAJ,0.5,108.0,216.0
0ZU0218,PAGO MANGO MARACUYA 20CL SR 12U,CAJ,0.5,108.0,216.0
0ZU0219,PAGO PERA  20CL SR 12U,CAJ,0.5,108.0,216.0
0ZU0220,PAGO TOMATE  20CL SR 12U,CAJ,0.5,108.0,216.0
0ZU0221,PAGO PIÑA 1L PET 6U,CAJ,0.5,52.0,104.0
0ZU0230,PAGO ZUMO DE MANZANA 20CL SR 12U,CAJ,0.5,108.0,216.0
0ZU0267,PAGO MELOCOTON 33CL PET 12U,CAJ,0.5,80.5,161.0
0ZU0268,PAGO NARANJA 33CL PET 12U,CAJ,0.5,80.5,161.0
0ZU0269,PAGO NARANJA-ZANAH-LIMÓN  33CL PET 12U,CAJ,0.5,80.5,161.0
0ZU0270,PAGO PIÑA  100% NATURAL 33CL PET 12U,CAJ,0.5,80.5,161.0
0ZU0271,GRANINI LIMONADA 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0273,JUVER DISFRU. MELOCOTO SLIM S/AZU 1L 12U,CAJ,1.0,,
0ZU0274,JUVER DISFRU PIÑA SLIM S/AZUCAR 1L 12U,CAJ,1.0,,
0ZU0276,JUVER DISFRUTA PIÑA 20CL MB 30U,CAJ,1.0,,
0ZU0277,JUVER DISFRUTA MELOCOTON 20CL MB 30U,CAJ,1.0,,
0ZU0283,JUVER SEL. NARANJA CON PULPA 20CL 24U,CAJ,1.0,88.0,88.0
0ZU0287,GRANINI ZANAHORIA-NARANJA 33CL 12U,CAJ,0.5,63.0,126.0
0ZU0309,PAGO ACE 1L PET 6U,CAJ,0.5,52.0,104.0
0ZU0311,PAGO NARANJA   1L PET 6U,CAJ,0.5,52.0,104.0
0ZU0405,GRANINI INMUNE ZAN/NARJ NUEVA FORM 1L 6U,CAJ,0.5,47.5,95.0
0ZU0408,GRANINI 100% TOMATE 1L PET 6U,CAJ,0.5,47.5,95.0
0ZU0599,PAGO LIMONADA 20CL SR 12U,CAJ,0.5,108.0,216.0
0ZU0734,GRANINI PITAYA-GUAYABA 20CL 24U,CAJ,1.0,90.0,90.0
0ZU0740,HOHES C VITAMIN W&F REVITALIZ PET 500 6U,CAJ,0.25,51.25,205.0
0ZU0741,HOHES C VITAMIN W&F ANTIOX PET 500 6U,CAJ,0.25,51.25,205.0
0ZU0742,HOHES C VITAMIN W&F ENERGY PET 500 6U,CAJ,0.25,51.25,205.0
0ZU0743,JUVER DISFRU. NARANJA ESP SLIM 1L 12U,CAJ,1.0,,
0ZU0754,GRANINI PIÑA 3X20CL MINIBRICK 30U,CAJ,0.5,,
0ZU0755,GRANINI MELOCOTON 3X20CL MINIBRICK 30U,CAJ,0.5,,
1PLV0003,NEVERAS GRANINI,UN,,,8.0
1PLV0011,VASO GRANINI,UN,,,840.0
1PLV0013,VASO CACAOLAT 6 UNIDADES,CAJ,,,100.0
1PLV0013,VASO CACAOLAT 6 UNIDADES,ZPR,,,100.0
1PLV0034,SERVILLETERO CACAOLAT,UN,,,100.0
1PLV0145,BANDEJA CACAOLAT 6x100ud,CAJ,,,
1PLV0179,VASO SIDRA BALLANTINES 6U,CAJ,,,
1PLV0485,COPA GINGER LICOR 43 6U,CAJ,,,
1PLV0754,XPLICIT VAJILLA C.LECHE TAZA/PLATO 12U,CAJ,1.0,108.0,108.0
1PLV0756,XPLICIT VAJILLA CAFÉ TAZA/PLATO 12U,CAJ,,,108.0
1PLV0758,XPLICIT VAJILLA CORTADO TAZA/PLATO 12U,CAJ,,,108.0
1PLV1120,EXPOSITOR MADERA MOMENT TEA,UN,,,100.0
1PLV1138,BONKA ESSENTIA SERVILLETERO HOJALATA,UN,,,
1PLV1141,MOMENT TEA TAZA PORCELANA 6U,CAJ,,,100.0
1PLV1156,VASO CHUPITO FROSTED VILLA MASSA 6U,CAJ,0.99,,
1PLV1157,FERRER KIT BABERO CALÇOTS 12U,CAJ,0.2,,
1PLV1159,CACAOLAT WELCOME PACK,UN,,,48.0
1PLV230,JARRA LECHE LETONA 1U,UN,,,350.0
1PLV635,BONKA TAZA CAFE SOLO 6U,CAJ,,,24.0
1PLV636,BONKA TAZA CAFE CORTADO 6U,CAJ,,,24.0
1PLV637,BONKA TAZA CAFE CON LECHE 6U,CAJ,,,24.0
1PLV971,BONKA PLATOS SUELTOS CAFÉ/CORTADO 6U,CAJ,,,24.0
1PLV972,BONKA PLATOS SUELTOS CAFÉ LECHE 6U,CAJ,,,24.0
1PLV986,COPA VINO 53CL GENÉRICA 6U,CAJ,,,500.0
1PLV986,COPA VINO 53CL GENÉRICA 6U,ZPR,,,500.0
1PLV994,JARRA LECHE LEVANTINA 1U,UN,0.1,35.0,350.0
1PLV995,JARRA LECHE LETONA SIN LACTOSA 1U,UN,0.1,35.0,350.0
AK13SR,AK DAMM 1/3 SIN RETORNO,CAJ,1.0,54.0,54.0
BH13P6,BOHEMIA DAMM 1/3SR CESTA 6U.150ANIV.,CAJ,1.0,54.0,54.0
BO13,BOCK-DAMM 1/3 RET.,CAJ,1.0,60.0,60.0
BO20,BOCK DAMM BARRIL 20L.,BRL,2.5,37.5,15.0
CB30,CARLSBERG BARRIL 30,BRL,4.0,24.0,6.0
CM13,COMPLOT IPA 1/3 RET,CAJ,1.0,60.0,60.0
CM13P6,COMPLOT 1/3 SR PACK CESTA ABIERTA 6U.,CAJ,1.0,54.0,54.0
CM20,COMPLOT BARRIL 20L.,BRL,2.5,37.5,15.0
DL13,DAMM LEMON 1/3 RET,CAJ,1.0,60.0,60.0
DL13LT,DAMM LEMON 1/3 LATA LC,CAJ,1.0,99.0,99.0
DL20,DAMM LEMON BARRIL 20L.,BRL,2.5,37.5,15.0
DL30,DAMM LEMON BARRIL 30,BRL,4.0,24.0,6.0
DM13P6,DAURA MARZEN 1/3SR PACK CESTA ABIERTA 6U,CAJ,1.0,54.0,54.0
EC13,DAURA DAMM 1/3 RET.,CAJ,1.0,60.0,60.0
EC13LT,DAURA DAMM 1/3 LATA LC,CAJ,1.0,99.0,99.0
EC13P6,DAURA DAMM 1/3 SR PACK CESTA ABIERTA 6U.,CAJ,1.0,54.0,54.0
ED13,ESTRELLA DAMM 1/3 RET. PP,CAJ,1.0,60.0,60.0
ED13LT,ESTRELLA DAMM 1/3 LATA,CAJ,1.0,99.0,99.0
ED13SR,ESTRELLA DAMM 1/3 SIN RETORNO,CAJ,1.0,54.0,54.0
ED14P6,ESTRELLA DAMM 1/4 PACK SEMICERRADO 6U.,CAJ,1.0,77.0,77.0
ED15LN,ESTRELLA DAMM 1/5 LN,CAJ,1.0,70.0,70.0
ED30,ESTRELLA DAMM BARRIL 30,BRL,4.0,24.0,6.0
EDI13P6,INEDIT DAMM 1/3 SR CESTA ABIERTA 2X3,CAJ,1.0,54.0,54.0
EDI34SR,INEDIT DAMM 3/4 SR CAJA 12U.,CAJ,1.0,45.0,45.0
FD13,FREE DAMM 1/3 RET.,CAJ,1.0,60.0,60.0
FD13LT,FREE DAMM 1/3 LATA LC,CAJ,1.0,99.0,99.0
FD14P6,FREE DAMM 1/4 PACK 6U.,CAJ,1.0,77.0,77.0
FD15,FREE DAMM 1/5 LN RET.,CAJ,1.0,70.0,70.0
FDL13,FREE DAMM LIMON 1/3 RET. PP,CAJ,1.0,60.0,60.0
FDL13LT,FREE DAMM LIMON 1/3 LATA,CAJ,1.0,99.0,99.0
FDL15,FREE DAMM LIMON 1/5 RET. PP,CAJ,1.0,70.0,70.0
FDT13,FREE DAMM TOSTADA 1/3 RET. PP,CAJ,1.0,60.0,60.0
FDT13LT,FREE DAMM TOSTADA 1/3 LATA LC,CAJ,1.0,99.0,99.0
FDT15,FREE DAMM TOSTADA 1/5 RET.,CAJ,1.0,70.0,70.0
FTB15B24,FEVERTREE GINGER BEER 1/5 BANDEJA 24U.,CAJ,1.0,84.0,84.0
FTE15B24,FEVERTREE ELDERFLOWER TONIC 1/5 BAND-24U,CAJ,1.0,84.0,84.0
FTG15B24,FEVERTREE GINGER ALE 1/5 BJ-24U.,CAJ,1.0,84.0,84.0
FTI14L12,FEVERTREE INDIAN TONIC 1/4 LATA BAND-12U,CAJ,1.0,216.0,216.0
FTI15B24,FEVERTREE INDIAN TONIC 1/5 BAND-24U.,CAJ,1.0,84.0,84.0
FTM15B24,FEVERTREE MEDITERRANEAN TONIC 1/5 B-24U.,CAJ,1.0,84.0,84.0
FTR15B24,FEVERTREE RASPBERRY 1/5 BJ-24U.,CAJ,1.0,84.0,84.0
FTS15B24,FEVERTREE SODA WATER 1/5 BANDEJA 24U.,CAJ,1.0,84.0,84.0
FTZ15B24,FEVERTREE SICILIAN LEMONADE 1/5 BJ-24U.,CAJ,1.0,84.0,84.0
GBD20,GRIMBERGEN DOUBLE AMBREE BARRIL 20L. RET,BRL,4.0,60.0,15.0
GCE3KLT,GARRIGA COLOMBIA FAIRTRADE ECO TOLVA 3KG,BID,0.39,21.84,56.0
ID20,INEDIT DAMM BARRIL 20L,BRL,2.5,37.5,15.0
KE13,KELER 18 1/3 RET. PP,CAJ,1.0,60.0,60.0
